object name,RA (in degree),DEC (in degree),g magnitude,i magnitude,r magnitude
manga-8932-9102  ,196.6517,27.872946,16.44288130635525,16.833426711105567,17.361527277980855
manga-8934-3701  ,194.0255,27.67798,16.334060447681708,15.190022719538746,15.60904473015852
manga-8938-6103  ,119.791504,29.781067,18.600417458618853,15.752699335228893,15.95503085998665
manga-8940-12702 ,120.08742,26.613527,18.31369781424599,16.948117591981788,17.456167484595632
manga-8940-6102  ,120.866936,25.102682,16.885308481249368,16.73386627157894,17.182342832577675
manga-8943-3703  ,158.1318,36.36707,17.714524176540216,15.469369069142413,15.985842611980502
manga-8943-3704  ,157.65067,35.916607,19.320086418217002,16.299241112228493,16.794317222221856
manga-8945-3704  ,175.1973,46.540493,16.84075529098341,17.74399985378855,18.242597606498386
manga-8945-6103  ,171.24463,47.14351,18.546167056140167,15.708148250001361,16.093866898969658
manga-8946-12703 ,171.01332,47.97076,18.269571857054714,17.38194736152982,17.840225940066848
manga-8947-12704 ,171.10266,51.23494,18.160985356428405,16.68706460157307,17.12577216205101
manga-8947-3701  ,168.9478,50.401634,17.59433282554224,16.747680403248268,17.271755095300833
manga-8948-1902  ,166.31194,49.65891,18.1124093929884,16.112819335541648,16.578178012393458
manga-8952-12704 ,205.23576,26.48672,19.245948001258974,16.82928882441294,17.196588062282633
manga-8952-6102  ,204.91205,27.404594,18.30533157640537,17.650543649878085,18.052678936334104
manga-8978-3704  ,249.12357,41.039543,18.065237715990556,17.549602817455444,17.94495691390023
manga-8979-9102  ,243.8303,42.037636,18.176723887198616,16.679548790313937,17.212695328296427
manga-8982-3703  ,203.1901,26.580376,17.26148173339994,17.020277850668236,17.487185968381574
manga-8982-6104  ,203.05707,26.949982,18.857389221110083,15.905977249654715,16.34301816380654
manga-8983-3704  ,206.00795,25.941198,18.055657158331833,17.197681944644547,17.661177492147093
manga-8984-12705 ,204.35349,27.419218,17.790520303015935,16.75492321699434,17.166574004138155
manga-8984-6102  ,201.90056,27.138014,17.521735984149572,16.55088301191994,16.979920503882006
manga-8985-6104  ,206.19841,31.615673,19.290249843786178,16.040777181226005,16.462473785821622
manga-8986-6101  ,119.86882,26.889648,18.54124390205029,17.832772934074654,18.264137741132025
manga-8987-6104  ,137.11858,28.911036,17.10299592357198,16.552816354649746,17.189788971066385
manga-8988-12703 ,187.06062,40.200375,19.157281627847965,15.864596406275878,16.32361795648027
manga-8988-6102  ,186.25119,40.15731,16.553334393919684,17.564271705640305,18.036623621613067
manga-8988-6104  ,186.90855,40.16049,17.672514647225483,15.181998733620153,15.63980740260071
manga-8989-12703 ,177.27167,51.582214,17.977315856531217,16.270377592836688,16.658435163897913
manga-8990-12702 ,173.49678,49.062027,18.324321401740132,16.52173460334646,16.981911998463303
manga-8991-3702  ,176.27718,53.647964,17.63815846729481,16.74678264731019,17.350028562624424
manga-8991-9102  ,178.37743,52.68945,16.854065914049784,16.182950666041,16.731657927145836
manga-8992-12702 ,172.31723,51.523235,18.163161211958474,16.230470493827646,16.588493516694342
manga-8993-12701 ,164.86395,46.12239,18.802930897627792,16.7139081368337,17.19740064574053
manga-8994-9102  ,162.21872,50.03666,17.769552598589947,17.291193718342544,17.72332802714373
manga-8995-3703  ,175.81781,55.277706,17.975710785546145,16.34489016836978,16.77002113580066
manga-8995-6103  ,175.5447,55.458252,19.1058524516362,16.806918845177464,17.200007474697756
manga-8996-3702  ,172.33061,54.126083,16.674259334162215,17.387051075806337,18.00647584974589
manga-8996-3703  ,172.30202,53.733967,18.379906663354735,15.231218611694388,15.636820084512214
manga-8997-12702 ,171.39412,52.546295,17.938911413593168,17.223894928312838,17.594533731529424
manga-8997-1902  ,170.16647,50.827286,18.22276371564323,16.781438713678533,17.264136084254982
manga-8997-3703  ,170.72345,51.341778,16.888725794259177,16.960909288704595,17.45539309503753
manga-8998-12705 ,163.66383,47.86228,18.469658575586486,15.874150038333928,16.16323129891807
manga-8999-3702  ,163.43388,49.498867,18.756702356084052,16.998490927081424,17.353458378578118
manga-9000-1901  ,171.40065,54.382576,18.271923549152955,17.344157399076252,17.88467459520772
manga-9001-12701 ,167.24554,50.348335,18.14647212181981,16.877605748070934,17.312740184664587
manga-9001-12702 ,166.60243,51.392414,18.204373488262515,16.828492339586887,17.169406612023067
manga-9002-12703 ,223.99287,32.62572,18.33552622927315,17.048478833666024,17.508891920401364
manga-9002-9101  ,222.97627,31.280144,18.788898602541718,16.910768067906943,17.348946815577424
manga-9024-12705 ,223.86746,32.840027,19.09376672181695,17.42331021115945,17.959641288135376
manga-9024-1901  ,222.45377,33.857456,18.05203039060333,17.39951839093207,18.073587831223655
manga-9025-12701 ,244.6465,29.817316,18.762255226452503,16.844135673362118,17.27480710563044
manga-9025-3701  ,246.41771,29.14761,17.58821708696582,17.441140901894656,17.941502059666057
manga-9027-12701 ,243.93593,31.963955,16.645247127604605,16.261478649553425,16.712935008811236
manga-9028-12705 ,243.24413,29.556604,18.288433891884676,15.236928164172259,15.689073498330043
manga-9030-12705 ,243.1779,29.901339,19.37561298232508,16.98077780693712,17.46143693463581
manga-9030-3704  ,243.16187,29.643595,18.57360887715219,17.978567994322685,18.3513471594772
manga-9030-9102  ,243.57137,30.999468,17.35186488988539,17.289280967209507,17.754917082630705
manga-9031-12704 ,241.30154,45.453186,17.87087971595651,15.906469659143504,16.36363401373857
manga-9031-12705 ,241.15099,43.879787,18.34362186081134,16.49854410329307,17.019572948704912
manga-9031-3704  ,239.97495,44.70899,17.857272032801596,17.113886101722272,17.553628875387467
manga-9032-12701 ,240.47508,31.892061,17.715079473554685,16.43178730862958,16.942694239709972
manga-9032-12702 ,241.45277,30.717058,17.965940562437044,16.492162148908598,16.95302800101963
manga-9032-6102  ,241.51508,30.650236,18.170429077924645,16.411476222651544,16.97229288726473
manga-9033-12705 ,224.01819,45.405266,17.034274662102536,16.76800437960867,17.195436590118245
manga-9033-6104  ,224.02037,47.453453,16.416763131989864,15.634742020344383,16.086094193817786
manga-9034-6104  ,226.09254,47.686684,18.842037354597213,15.202918996886172,15.618807968699024
manga-9035-9101  ,235.447,45.556,18.9988803618803,17.177592131944746,17.6021152124192
manga-9037-6104  ,236.21349,43.514057,18.10590781587824,17.689332642790745,18.130523991646847
manga-9039-12703 ,228.97867,34.729557,17.026504151319678,17.161425210201365,17.761729854435465
manga-9039-9101  ,229.00035,34.35685,18.410282127016142,16.653034717753116,17.036356039802072
manga-9040-12701 ,242.62929,27.49966,17.917805969314756,15.992395072453423,16.303461053685798
manga-9040-3701  ,245.5363,27.34844,18.369882691996168,16.903679544557768,17.413905956830625
manga-9041-12701 ,236.94151,28.641697,17.916833415526153,16.850074326606073,17.199660632258983
manga-9041-3701  ,235.54015,28.256958,18.15312821909535,17.099145740397926,17.419571687802623
manga-9041-9102  ,235.94193,28.41521,18.814113072370592,16.41350415470964,16.81361423262166
manga-9042-1901  ,233.18645,28.063139,17.63337495254462,17.062615755546773,17.547076422555982
manga-9042-3702  ,232.54283,29.008396,18.723537813613937,16.686174298592483,17.159181888714258
manga-9043-12703 ,231.27393,29.67017,18.381116731333858,17.1137822255497,17.559699420055566
manga-9043-3704  ,230.90317,28.643074,16.482483949358922,16.167280717566392,16.63286748299571
manga-9044-3702  ,229.4374,31.004385,17.778842076992042,17.203955769064507,17.638158219201834
manga-9044-3704  ,230.86163,31.066267,18.670880293248292,16.65835812067602,17.246610735452187
manga-9045-12705 ,228.23706,30.304523,17.59631149213059,15.780423271930257,16.29696405504641
